,category,sub_category,sub_sub_category,gender
2592,accessories,handbags,None,womens
2593,accessories,luggage & bags,backpacks,None
2594,,None,None,None
2595,clothing,activewear,active shorts,mens
2596,,None,None,unisex
2597,clothing,dresses,None,womens
2598,,None,None,None
2599,sports & outdoors,team shop,team clothing,None
2600,sports & outdoors,team shop,team clothing,None
2601,sports & outdoors,team shop,team clothing,None
2602,sports & outdoors,team shop,team shoes,unisex
2604,clothing,tops,dress shirts,mens
2606,sports & outdoors,team shop,team clothing,None
2607,accessories,jewelry,bracelets,unisex
2608,clothing,denim,straight leg,mens
2609,sports & outdoors,team shop,team clothing,None
2610,clothing,dresses,None,womens
2611,clothing,tops,None,womens
2612,shoes,loafers,None,unisex
2613,sports & outdoors,team shop,team clothing,unisex
2614,sports & outdoors,team shop,team clothing,unisex
2615,clothing,activewear,active pants,mens
2616,sports & outdoors,team shop,team clothing,None
2617,clothing,dresses,None,womens
2618,sports & outdoors,team shop,team accessories,None
2619,sports & outdoors,team shop,team clothing,unisex
2620,kids & baby,baby,baby clothes,baby & toddler
2621,sports & outdoors,team shop,team accessories,None
2622,sports & outdoors,team shop,team clothing,unisex
2624,,None,None,None
2625,,None,None,unisex
2626,kids & baby,girls clothing,girls shirts & tops,girls
2627,clothing,tops,blouses,womens
2628,shoes,pumps,None,womens
2629,clothing,tops,polo shirts,mens
2630,sports & outdoors,team shop,team clothing,None
2632,sports & outdoors,team shop,team clothing,unisex
2633,sports & outdoors,team shop,team accessories,unisex
2634,,None,None,None
2635,sports & outdoors,team shop,team clothing,unisex
2636,,None,None,mens
2637,sports & outdoors,team shop,team clothing,unisex
2638,sports & outdoors,team shop,team home & pet,None
2639,sports & outdoors,team shop,team clothing,unisex
2640,sports & outdoors,team shop,team clothing,unisex
2641,kids & baby,boys clothing,boys shirts & tops,baby & toddler
2642,,None,None,unisex
2643,,None,None,womens
2645,,None,None,None
2646,accessories,wallets & money clips,wallets,mens
2647,clothing,tops,dress shirts,mens
2648,sports & outdoors,team shop,team clothing,None
2649,sports & outdoors,team shop,team clothing,unisex
2651,sports & outdoors,team shop,team clothing,unisex
2652,sports & outdoors,team shop,team clothing,unisex
2654,,None,None,None
2655,sports & outdoors,team shop,team clothing,None
2656,,None,None,unisex
2657,clothing,pants,None,mens
2658,shoes,flats,ballet flats,unisex
2659,,None,None,unisex
2660,sports & outdoors,team shop,team accessories,unisex
2661,sports & outdoors,team shop,team clothing,None
2662,sports & outdoors,team shop,None,unisex
2663,accessories,handbags,wristlets,unisex
2664,sports & outdoors,team shop,team clothing,unisex
2665,,None,None,unisex
2666,clothing,outerwear,None,mens
2667,sports & outdoors,team shop,team clothing,unisex
2668,sports & outdoors,team shop,team accessories,unisex
2669,clothing,pants,None,womens
2670,shoes,sandals,None,womens
2672,clothing,outerwear,quilted & puffers,mens
2673,clothing,activewear,active tops,mens
2674,shoes,None,None,mens
2675,sports & outdoors,team shop,team clothing,unisex
2676,clothing,tops,dress shirts,mens
2677,shoes,None,None,womens
2679,sports & outdoors,team shop,team clothing,None
2680,clothing,denim,None,womens
2681,,None,None,unisex
2682,accessories,luggage & bags,toiletry bags,unisex
2683,sports & outdoors,team shop,team clothing,None
2684,,None,None,None
2685,accessories,jewelry,earrings,None
2686,sports & outdoors,team shop,team clothing,unisex
2687,sports & outdoors,team shop,team clothing,unisex
2688,sports & outdoors,team shop,team clothing,unisex
2689,home & pet,kitchen & dining,kitchen,None
2690,clothing,outerwear,None,mens
2691,clothing,tops,dress shirts,mens
2692,accessories,jewelry,necklaces,unisex
2693,,None,None,None
2694,sports & outdoors,team shop,team clothing,None
2695,sports & outdoors,team shop,team clothing,unisex
2696,,None,None,mens
2697,kids & baby,girls clothing,girls shirts & tops,girls
2698,clothing,outerwear,None,mens
2699,shoes,flats,ballet flats,womens
2700,clothing,outerwear,None,mens
2701,,None,None,None
2702,,None,None,None
2703,clothing,outerwear,None,womens
2704,,None,None,None
2705,sports & outdoors,team shop,team accessories,unisex
2706,sports & outdoors,team shop,team clothing,unisex
2707,clothing,dresses,None,womens
2708,accessories,jewelry,bracelets,womens
2709,accessories,jewelry,necklaces,unisex
2710,sports & outdoors,team shop,team clothing,unisex
2711,kids & baby,boys clothing,boys pants & shorts,boys
2712,,None,None,None
2713,sports & outdoors,team shop,team clothing,unisex
2715,toys & games,dolls & stuffed animals,stuffed toys,kids
2716,,None,None,None
2717,shoes,sandals,None,womens
2718,sports & outdoors,team shop,team accessories,unisex
2719,,None,None,None
2721,,None,None,None
2725,,None,None,womens
2726,,None,None,unisex
2727,sports & outdoors,team shop,team clothing,unisex
2728,sports & outdoors,team shop,team clothing,None
2729,sports & outdoors,team shop,team clothing,unisex
2730,shoes,sandals,None,womens
2731,accessories,wallets & money clips,None,womens
2732,sports & outdoors,team shop,team clothing,unisex
2733,clothing,sweaters,None,womens
2734,shoes,pumps,None,womens
2735,sports & outdoors,team shop,team clothing,unisex
2736,sports & outdoors,team shop,team clothing,unisex
2737,shoes,boots,ankle boots,womens
2738,,None,None,None
2739,accessories,jewelry,rings,womens
2740,sports & outdoors,team shop,team clothing,None
2741,kids & baby,boys clothing,boys shirts & tops,baby & toddler
2742,sports & outdoors,team shop,team shoes,unisex
2744,sports & outdoors,team shop,team clothing,unisex
2745,accessories,jewelry,bracelets,unisex
2746,,None,None,None
2747,clothing,tops,None,womens
2748,,None,None,None
2749,sports & outdoors,team shop,team clothing,unisex
2750,clothing,sweaters,None,womens
2751,clothing,pants,None,mens
2752,,None,None,unisex
2753,sports & outdoors,team shop,team kids & baby,kids
2754,sports & outdoors,team shop,team clothing,unisex
2755,,None,None,None
2756,shoes,None,None,womens
2757,sports & outdoors,team shop,team accessories,unisex
2758,sports & outdoors,team shop,team clothing,unisex
2759,sports & outdoors,team shop,team accessories,unisex
2760,kids & baby,baby,nursery,baby & toddler
2761,,None,None,None
2762,sports & outdoors,team shop,None,unisex
2763,,None,None,unisex
2764,sports & outdoors,team shop,team clothing,None
2765,electronics,communications,telephony,None
2766,sports & outdoors,team shop,team accessories,unisex
2767,kids & baby,boys clothing,boys pants & shorts,baby & toddler
2768,sports & outdoors,team shop,team clothing,None
2769,clothing,underwear & intimates,shapewear,womens
2770,,None,None,None
2771,sports & outdoors,team shop,team clothing,unisex
2772,clothing,outerwear,None,womens
2773,clothing,pants,leggings,plus size
2776,accessories,handbags,tote handbags,unisex
2778,sports & outdoors,team shop,team clothing,unisex
2779,clothing,dresses,cocktail dresses,womens
2780,sports & outdoors,team shop,team clothing,unisex
2781,clothing,skirts,mini skirts,womens
2782,sports & outdoors,team shop,team clothing,unisex
2783,kids & baby,girls clothing,None,baby girls
2784,clothing,pants,None,plus size
2785,kids & baby,girls clothing,"girls pants, skirts & shorts",girls
2786,,None,None,None
2788,sports & outdoors,team shop,team clothing,unisex
2789,kids & baby,girls clothing,girls coats & jackets,baby & toddler
2790,sports & outdoors,team shop,team clothing,None
2791,,None,None,None
2792,clothing,tops,None,womens
2794,clothing,sweaters,None,womens
2795,,None,None,unisex
2796,sports & outdoors,team shop,team clothing,unisex
2797,clothing,tops,dress shirts,mens
2798,home & pet,school & office,supplies,None
2799,,None,None,None
2800,,None,None,unisex
2802,sports & outdoors,team shop,team clothing,unisex
2804,,None,None,womens
2805,sports & outdoors,team shop,team clothing,unisex
2806,clothing,outerwear,blazers,mens
2808,sports & outdoors,team shop,team clothing,None
2809,sports & outdoors,team shop,team clothing,unisex
2811,sports & outdoors,team shop,team clothing,unisex
2812,clothing,outerwear,None,plus size
2813,sports & outdoors,team shop,team clothing,unisex
2814,sports & outdoors,team shop,None,unisex
2815,sports & outdoors,team shop,team clothing,unisex
2816,sports & outdoors,team shop,team clothing,None
2819,sports & outdoors,team shop,team clothing,unisex
2820,sports & outdoors,team shop,team clothing,None
2821,sports & outdoors,team shop,team accessories,unisex
2822,clothing,activewear,active pants,mens
2823,clothing,dresses,None,womens
2824,clothing,sweaters,None,mens
2825,sports & outdoors,team shop,team clothing,unisex
2826,sports & outdoors,team shop,team clothing,unisex
2827,clothing,tops,None,plus size
2828,sports & outdoors,team shop,None,unisex
2829,shoes,sandals,None,womens
2830,clothing,tops,polo shirts,mens
2831,sports & outdoors,team shop,team clothing,unisex
2832,clothing,tops,None,womens
2833,accessories,luggage & bags,luggage,unisex
2834,shoes,sneakers & athletic shoes,None,womens
2835,,None,None,unisex
2836,,None,None,unisex
2838,clothing,activewear,active pants,womens
2839,,None,None,None
2840,clothing,outerwear,None,womens
2841,sports & outdoors,team shop,team clothing,None
2842,,None,None,None
2843,accessories,watches,None,unisex
2844,kids & baby,boys clothing,boys coats & jackets,boys
2845,sports & outdoors,team shop,team accessories,unisex
2846,,None,None,None
2847,accessories,wallets & money clips,wallets,unisex
2848,kids & baby,boys clothing,boys shirts & tops,baby & toddler
2849,,None,None,unisex
2850,sports & outdoors,team shop,team accessories,unisex
2851,sports & outdoors,team shop,team clothing,unisex
2852,accessories,jewelry,bracelets,unisex
2853,clothing,sweaters,None,womens
2854,clothing,sweaters,None,mens
2855,,None,None,unisex
2857,sports & outdoors,team shop,team clothing,unisex
2858,shoes,boots,None,womens
2859,shoes,boots,None,unisex
2860,sports & outdoors,team shop,team clothing,unisex
2861,sports & outdoors,team shop,team clothing,unisex
2862,,None,None,unisex
2863,clothing,pants,None,plus size
2864,,None,None,unisex
2865,,None,None,unisex
2866,clothing,dresses,cocktail dresses,plus size
2867,shoes,sneakers & athletic shoes,None,womens
2868,clothing,pants,None,mens
2870,sports & outdoors,team shop,team accessories,None
2872,sports & outdoors,team shop,team clothing,unisex
2874,,None,None,None
2875,kids & baby,baby,baby gear,baby & toddler
2876,accessories,watches,None,womens
2877,shoes,sandals,None,womens
2878,shoes,flats,None,womens
2879,sports & outdoors,team shop,team clothing,unisex
2880,shoes,boots,None,mens
2881,sports & outdoors,team shop,team clothing,unisex
2882,shoes,boots,None,unisex
2883,sports & outdoors,team shop,team clothing,None
2884,sports & outdoors,team shop,team clothing,unisex
2886,clothing,sweaters,None,womens
2887,clothing,shorts,None,mens
2888,clothing,denim,None,mens
2889,sports & outdoors,team shop,team clothing,None
2891,clothing,tops,dress shirts,mens
2892,,None,None,None
2893,clothing,tops,t-shirts,mens
2894,sports & outdoors,team shop,team clothing,unisex
2896,sports & outdoors,team shop,team clothing,unisex
2897,clothing,underwear & intimates,bras,womens
2898,,None,None,unisex
2899,sports & outdoors,team shop,team clothing,None
2900,,None,None,unisex
2901,sports & outdoors,team shop,team clothing,None
2902,clothing,pants,None,womens
2903,sports & outdoors,team shop,None,unisex
2904,sports & outdoors,team shop,team clothing,unisex
2905,sports & outdoors,team shop,team clothing,None
2906,sports & outdoors,team shop,team clothing,None
2907,,None,None,unisex
2908,,None,None,unisex
2909,sports & outdoors,team shop,team clothing,unisex
2910,accessories,jewelry,necklaces,womens
2911,sports & outdoors,team shop,team clothing,unisex
2912,accessories,jewelry,earrings,unisex
2913,sports & outdoors,team shop,team accessories,unisex
2914,sports & outdoors,team shop,team clothing,unisex
2916,sports & outdoors,team shop,team accessories,unisex
2917,toys & games,games & puzzles,board games,boys
2918,clothing,pants,None,womens
2919,sports & outdoors,team shop,team clothing,unisex
2920,clothing,pants,None,womens
2921,sports & outdoors,team shop,team clothing,unisex
2922,sports & outdoors,team shop,team accessories,unisex
2924,sports & outdoors,team shop,team clothing,None
2925,,None,None,None
2926,shoes,flats,ballet flats,unisex
2927,,None,None,None
2928,sports & outdoors,team shop,team clothing,unisex
2929,clothing,underwear & intimates,bras,womens
2930,,None,None,None
2932,,None,None,unisex
2933,sports & outdoors,team shop,team clothing,unisex
2934,,None,None,None
2936,,None,None,None
2937,sports & outdoors,team shop,team clothing,unisex
2938,shoes,None,None,mens
2939,accessories,jewelry,rings,unisex
2940,shoes,sneakers & athletic shoes,None,womens
2941,,None,None,mens
2942,clothing,underwear & intimates,underwear,mens
2943,sports & outdoors,team shop,team clothing,unisex
2944,sports & outdoors,team shop,team shoes,unisex
2946,sports & outdoors,team shop,team clothing,unisex
2947,,None,None,None
2948,sports & outdoors,team shop,team clothing,unisex
2949,accessories,handbags,satchels,None
2951,sports & outdoors,team shop,team clothing,unisex
2952,clothing,tops,dress shirts,mens
2953,clothing,tops,None,womens
2954,sports & outdoors,team shop,team clothing,unisex
2956,sports & outdoors,team shop,team clothing,unisex
2957,clothing,skirts,None,womens
2958,,None,None,unisex
2960,sports & outdoors,team shop,team clothing,unisex
2961,accessories,None,None,mens
2962,sports & outdoors,team shop,team clothing,unisex
2964,sports & outdoors,team shop,team clothing,unisex
2965,sports & outdoors,team shop,team clothing,unisex
2966,,None,None,unisex
2967,sports & outdoors,team shop,team clothing,unisex
2968,clothing,underwear & intimates,bras,womens
2969,sports & outdoors,team shop,team clothing,None
2970,sports & outdoors,team shop,team clothing,None
2971,clothing,outerwear,blazers,womens
2972,clothing,underwear & intimates,bras,womens
2974,clothing,tops,None,womens
2975,sports & outdoors,team shop,team clothing,unisex
2977,sports & outdoors,team shop,team clothing,unisex
2978,sports & outdoors,team shop,team clothing,unisex
2979,sports & outdoors,team shop,team clothing,unisex
2980,sports & outdoors,team shop,team clothing,unisex
2981,,None,None,None
2982,clothing,underwear & intimates,bras,womens
2983,sports & outdoors,team shop,team clothing,unisex
2984,sports & outdoors,team shop,None,unisex
2985,clothing,underwear & intimates,None,mens
